code,state,value,year,month
USA.2593236,Michigan,14.14,1909,9
USA.2593237,Minnesota,14.17,1909,9
USA.2593238,Mississippi,24.23,1909,9
USA.2593239,Missouri,20.14,1909,9
USA.2593240,Montana,13.69,1909,9
USA.2593241,Nebraska,16.96,1909,9
USA.2593242,Nevada,15.24,1909,9
USA.2593243,New Hampshire,13.32,1909,9
USA.2593244,New Jersey,17.62,1909,9
USA.2593245,New Mexico,17.35,1909,9
USA.2593246,New York,14.27,1909,9
USA.2593247,North Carolina,20.08,1909,9
USA.2593248,North Dakota,14.87,1909,9
USA.2593249,Ohio,17.24,1909,9
USA.2593250,Oklahoma,23.43,1909,9
USA.2593251,Oregon,13.48,1909,9
USA.2593252,Pennsylvania,15.94,1909,9
USA.2593253,Rhode Island,15.96,1909,9
USA.2593254,South Carolina,22.25,1909,9
USA.2593255,South Dakota,16.28,1909,9
USA.2593256,Tennessee,20.57,1909,9
USA.2593257,Texas,24.44,1909,9
USA.2593258,Utah,14.33,1909,9
USA.2593259,Vermont,12.94,1909,9
USA.2593260,Virginia,18.49,1909,9
USA.2593261,Washington,13.78,1909,9
USA.2593262,West Virginia,17.12,1909,9
USA.2593263,Wisconsin,14.24,1909,9
USA.2593264,Wyoming,12.37,1909,9
USA,United States of America,8.86,1909,10
USA.2593214,Alabama,17.47,1909,10
USA.2593215,Alaska,-6.19,1909,10
USA.2593216,Arizona,15.49,1909,10
USA.2593217,Arkansas,17.01,1909,10
USA.2593218,California,14.19,1909,10
USA.2593219,Colorado,8.01,1909,10
USA.2593220,Connecticut,9.08,1909,10
USA.2593221,Delaware,11.46,1909,10
USA.2593222,District of Columbia,11.73,1909,10
USA.2593223,Florida,22.12,1909,10
USA.2593224,Georgia,17.62,1909,10
USA.2593225,Hawaii,19.89,1909,10
USA.2593226,Idaho,6.87,1909,10
USA.2593227,Illinois,10.71,1909,10
USA.2593228,Indiana,9.66,1909,10
USA.2593229,Iowa,9.42,1909,10
USA.2593230,Kansas,13.11,1909,10
USA.2593231,Kentucky,12.44,1909,10
USA.2593232,Louisiana,20.21,1909,10
USA.2593233,Maine,7.28,1909,10
USA.2593234,Maryland,10.97,1909,10
USA.2593235,Massachusetts,8.75,1909,10
USA.2593236,Michigan,6.84,1909,10
USA.2593237,Minnesota,6.52,1909,10
USA.2593238,Mississippi,18.12,1909,10
USA.2593239,Missouri,13.48,1909,10
USA.2593240,Montana,6.53,1909,10
USA.2593241,Nebraska,9.97,1909,10
USA.2593242,Nevada,9.89,1909,10
USA.2593243,New Hampshire,6.94,1909,10
USA.2593244,New Jersey,10.09,1909,10
USA.2593245,New Mexico,12.43,1909,10
USA.2593246,New York,6.95,1909,10
USA.2593247,North Carolina,13.71,1909,10
USA.2593248,North Dakota,5.74,1909,10
USA.2593249,Ohio,9.02,1909,10
USA.2593250,Oklahoma,16.43,1909,10
USA.2593251,Oregon,8.43,1909,10
USA.2593252,Pennsylvania,8.0,1909,10
USA.2593253,Rhode Island,9.97,1909,10
USA.2593254,South Carolina,16.1,1909,10
USA.2593255,South Dakota,8.35,1909,10
USA.2593256,Tennessee,13.93,1909,10
USA.2593257,Texas,19.38,1909,10
USA.2593258,Utah,9.17,1909,10
USA.2593259,Vermont,6.14,1909,10
USA.2593260,Virginia,11.4,1909,10
USA.2593261,Washington,7.95,1909,10
USA.2593262,West Virginia,9.35,1909,10
USA.2593263,Wisconsin,6.76,1909,10
USA.2593264,Wyoming,6.18,1909,10
USA,United States of America,3.63,1909,11
USA.2593214,Alabama,15.21,1909,11
USA.2593215,Alaska,-16.46,1909,11
USA.2593216,Arizona,9.19,1909,11
USA.2593217,Arkansas,14.9,1909,11
USA.2593218,California,8.89,1909,11
USA.2593219,Colorado,1.91,1909,11
USA.2593220,Connecticut,5.69,1909,11
USA.2593221,Delaware,9.37,1909,11
USA.2593222,District of Columbia,10.2,1909,11
USA.2593223,Florida,19.16,1909,11
USA.2593224,Georgia,15.55,1909,11
USA.2593225,Hawaii,19.33,1909,11
USA.2593226,Idaho,1.12,1909,11
USA.2593227,Illinois,9.85,1909,11
USA.2593228,Indiana,9.88,1909,11
USA.2593229,Iowa,5.41,1909,11
USA.2593230,Kansas,8.3,1909,11
USA.2593231,Kentucky,12.07,1909,11
USA.2593232,Louisiana,17.77,1909,11
USA.2593233,Maine,1.43,1909,11
USA.2593234,Maryland,9.29,1909,11
USA.2593235,Massachusetts,5.17,1909,11
USA.2593236,Michigan,4.78,1909,11
USA.2593237,Minnesota,-0.11,1909,11
USA.2593238,Mississippi,16.08,1909,11
USA.2593239,Missouri,11.27,1909,11
USA.2593240,Montana,-0.43,1909,11
USA.2593241,Nebraska,3.48,1909,11
USA.2593242,Nevada,3.77,1909,11
USA.2593243,New Hampshire,2.61,1909,11
USA.2593244,New Jersey,7.42,1909,11
USA.2593245,New Mexico,7.44,1909,11
USA.2593246,New York,4.05,1909,11
USA.2593247,North Carolina,12.15,1909,11
USA.2593248,North Dakota,-2.49,1909,11
USA.2593249,Ohio,9.03,1909,11
USA.2593250,Oklahoma,12.85,1909,11
USA.2593251,Oregon,3.51,1909,11
USA.2593252,Pennsylvania,6.73,1909,11
USA.2593253,Rhode Island,6.49,1909,11
USA.2593254,South Carolina,14.36,1909,11
USA.2593255,South Dakota,0.66,1909,11
USA.2593256,Tennessee,12.89,1909,11
USA.2593257,Texas,16.51,1909,11
USA.2593258,Utah,2.51,1909,11
USA.2593259,Vermont,2.09,1909,11
USA.2593260,Virginia,10.01,1909,11
USA.2593261,Washington,2.7,1909,11
USA.2593262,West Virginia,8.83,1909,11
USA.2593263,Wisconsin,3.27,1909,11
USA.2593264,Wyoming,0.2,1909,11
USA,United States of America,-5.85,1909,12
USA.2593214,Alabama,5.23,1909,12
USA.2593215,Alaska,-19.66,1909,12
USA.2593216,Arizona,2.04,1909,12
USA.2593217,Arkansas,1.85,1909,12
USA.2593218,California,4.05,1909,12
USA.2593219,Colorado,-9.8,1909,12
USA.2593220,Connecticut,-3.33,1909,12
USA.2593221,Delaware,-0.3,1909,12
USA.2593222,District of Columbia,-0.07,1909,12
USA.2593223,Florida,13.1,1909,12
USA.2593224,Georgia,6.27,1909,12
USA.2593225,Hawaii,18.63,1909,12
USA.2593226,Idaho,-8.29,1909,12
USA.2593227,Illinois,-5.97,1909,12
USA.2593228,Indiana,-4.85,1909,12
USA.2593229,Iowa,-9.81,1909,12
USA.2593230,Kansas,-5.74,1909,12
USA.2593231,Kentucky,-1.25,1909,12
USA.2593232,Louisiana,7.73,1909,12
USA.2593233,Maine,-7.09,1909,12
USA.2593234,Maryland,-0.79,1909,12
USA.2593235,Massachusetts,-3.78,1909,12
USA.2593236,Michigan,-6.13,1909,12
USA.2593237,Minnesota,-12.97,1909,12
USA.2593238,Mississippi,5.14,1909,12
USA.2593239,Missouri,-4.33,1909,12
USA.2593240,Montana,-11.17,1909,12
USA.2593241,Nebraska,-10.27,1909,12
USA.2593242,Nevada,-4.44,1909,12
USA.2593243,New Hampshire,-6.17,1909,12
USA.2593244,New Jersey,-1.8,1909,12
USA.2593245,New Mexico,-1.93,1909,12
USA.2593246,New York,-5.77,1909,12
USA.2593247,North Carolina,3.18,1909,12
USA.2593248,North Dakota,-15.26,1909,12
USA.2593249,Ohio,-4.11,1909,12
USA.2593250,Oklahoma,-0.29,1909,12
USA.2593251,Oregon,-3.5,1909,12
USA.2593252,Pennsylvania,-4.02,1909,12
USA.2593253,Rhode Island,-2.34,1909,12
USA.2593254,South Carolina,5.72,1909,12
USA.2593255,South Dakota,-12.65,1909,12
USA.2593256,Tennessee,0.69,1909,12
USA.2593257,Texas,5.23,1909,12
USA.2593258,Utah,-8.64,1909,12
USA.2593259,Vermont,-7.14,1909,12
USA.2593260,Virginia,-0.05,1909,12
USA.2593261,Washington,-4.22,1909,12
USA.2593262,West Virginia,-2.62,1909,12
USA.2593263,Wisconsin,-10.19,1909,12
USA.2593264,Wyoming,-11.95,1909,12
USA,United States of America,-4.45,1910,1
USA.2593214,Alabama,7.89,1910,1
USA.2593215,Alaska,-22.11,1910,1
USA.2593216,Arizona,4.08,1910,1
USA.2593217,Arkansas,5.61,1910,1
USA.2593218,California,3.63,1910,1
USA.2593219,Colorado,-5.6,1910,1
USA.2593220,Connecticut,-3.0,1910,1
USA.2593221,Delaware,0.67,1910,1
USA.2593222,District of Columbia,0.83,1910,1
USA.2593223,Florida,13.7,1910,1
USA.2593224,Georgia,7.86,1910,1
USA.2593225,Hawaii,17.32,1910,1
USA.2593226,Idaho,-8.58,1910,1
USA.2593227,Illinois,-3.24,1910,1
USA.2593228,Indiana,-2.52,1910,1
USA.2593229,Iowa,-8.17,1910,1
USA.2593230,Kansas,-1.58,1910,1
USA.2593231,Kentucky,0.85,1910,1
USA.2593232,Louisiana,10.97,1910,1
USA.2593233,Maine,-7.88,1910,1
USA.2593234,Maryland,0.05,1910,1
USA.2593235,Massachusetts,-3.5,1910,1
USA.2593236,Michigan,-7.0,1910,1
USA.2593237,Minnesota,-12.01,1910,1
USA.2593238,Mississippi,8.44,1910,1
USA.2593239,Missouri,-0.55,1910,1
USA.2593240,Montana,-8.1,1910,1
USA.2593241,Nebraska,-6.36,1910,1
USA.2593242,Nevada,-4.21,1910,1
USA.2593243,New Hampshire,-6.27,1910,1
USA.2593244,New Jersey,-1.65,1910,1
USA.2593245,New Mexico,2.16,1910,1
USA.2593246,New York,-5.94,1910,1
USA.2593247,North Carolina,4.72,1910,1
USA.2593248,North Dakota,-13.02,1910,1
USA.2593249,Ohio,-2.9,1910,1
USA.2593250,Oklahoma,4.18,1910,1
USA.2593251,Oregon,-3.48,1910,1
USA.2593252,Pennsylvania,-3.88,1910,1
USA.2593253,Rhode Island,-1.66,1910,1
USA.2593254,South Carolina,7.09,1910,1
USA.2593255,South Dakota,-9.47,1910,1
USA.2593256,Tennessee,3.12,1910,1
USA.2593257,Texas,9.18,1910,1
USA.2593258,Utah,-5.46,1910,1
USA.2593259,Vermont,-7.32,1910,1
USA.2593260,Virginia,1.62,1910,1
USA.2593261,Washington,-3.42,1910,1
USA.2593262,West Virginia,-0.84,1910,1
USA.2593263,Wisconsin,-10.31,1910,1
USA.2593264,Wyoming,-8.52,1910,1
USA,United States of America,-4.45,1910,2
USA.2593214,Alabama,7.53,1910,2
USA.2593215,Alaska,-20.6,1910,2
USA.2593216,Arizona,5.8,1910,2
USA.2593217,Arkansas,3.77,1910,2
USA.2593218,California,5.75,1910,2
USA.2593219,Colorado,-5.39,1910,2
USA.2593220,Connecticut,-3.87,1910,2
USA.2593221,Delaware,1.87,1910,2
USA.2593222,District of Columbia,1.53,1910,2
USA.2593223,Florida,14.55,1910,2
USA.2593224,Georgia,8.12,1910,2
USA.2593225,Hawaii,16.76,1910,2
USA.2593226,Idaho,-7.02,1910,2
USA.2593227,Illinois,-3.87,1910,2
USA.2593228,Indiana,-3.26,1910,2
USA.2593229,Iowa,-8.28,1910,2
USA.2593230,Kansas,-1.57,1910,2
USA.2593231,Kentucky,0.38,1910,2
USA.2593232,Louisiana,9.93,1910,2
USA.2593233,Maine,-9.92,1910,2
USA.2593234,Maryland,0.83,1910,2
USA.2593235,Massachusetts,-4.79,1910,2
USA.2593236,Michigan,-8.79,1910,2
USA.2593237,Minnesota,-14.36,1910,2
USA.2593238,Mississippi,7.24,1910,2
USA.2593239,Missouri,-1.82,1910,2
USA.2593240,Montana,-10.73,1910,2
USA.2593241,Nebraska,-5.07,1910,2
USA.2593242,Nevada,-1.39,1910,2
USA.2593243,New Hampshire,-8.09,1910,2
USA.2593244,New Jersey,-1.3,1910,2
USA.2593245,New Mexico,1.78,1910,2
USA.2593246,New York,-7.8,1910,2
USA.2593247,North Carolina,4.66,1910,2
USA.2593248,North Dakota,-16.39,1910,2
USA.2593249,Ohio,-4.05,1910,2
USA.2593250,Oklahoma,2.39,1910,2
USA.2593251,Oregon,-1.61,1910,2
USA.2593252,Pennsylvania,-4.52,1910,2
USA.2593253,Rhode Island,-2.81,1910,2
USA.2593254,South Carolina,7.06,1910,2
USA.2593255,South Dakota,-11.61,1910,2
USA.2593256,Tennessee,2.37,1910,2
USA.2593257,Texas,7.92,1910,2
USA.2593258,Utah,-3.52,1910,2
USA.2593259,Vermont,-9.42,1910,2
USA.2593260,Virginia,1.5,1910,2
USA.2593261,Washington,-3.11,1910,2
USA.2593262,West Virginia,-1.08,1910,2
USA.2593263,Wisconsin,-11.29,1910,2
USA.2593264,Wyoming,-8.85,1910,2
USA,United States of America,5.8,1910,3
USA.2593214,Alabama,16.24,1910,3
USA.2593215,Alaska,-14.78,1910,3
USA.2593216,Arizona,12.29,1910,3
USA.2593217,Arkansas,15.85,1910,3
USA.2593218,California,10.45,1910,3
USA.2593219,Colorado,4.76,1910,3
USA.2593220,Connecticut,3.73,1910,3
USA.2593221,Delaware,9.14,1910,3
USA.2593222,District of Columbia,10.29,1910,3
USA.2593223,Florida,18.32,1910,3
USA.2593224,Georgia,16.05,1910,3
USA.2593225,Hawaii,17.35,1910,3
USA.2593226,Idaho,4.11,1910,3
USA.2593227,Illinois,10.6,1910,3
USA.2593228,Indiana,9.81,1910,3
USA.2593229,Iowa,8.89,1910,3
USA.2593230,Kansas,12.58,1910,3
USA.2593231,Kentucky,12.34,1910,3
USA.2593232,Louisiana,17.99,1910,3
USA.2593233,Maine,-0.95,1910,3
USA.2593234,Maryland,9.26,1910,3
USA.2593235,Massachusetts,3.28,1910,3
USA.2593236,Michigan,4.18,1910,3
USA.2593237,Minnesota,4.51,1910,3
USA.2593238,Mississippi,16.83,1910,3
USA.2593239,Missouri,13.19,1910,3
USA.2593240,Montana,5.6,1910,3
USA.2593241,Nebraska,9.78,1910,3
USA.2593242,Nevada,6.9,1910,3
USA.2593243,New Hampshire,1.15,1910,3
USA.2593244,New Jersey,6.41,1910,3
USA.2593245,New Mexico,9.7,1910,3
USA.2593246,New York,2.65,1910,3
USA.2593247,North Carolina,13.02,1910,3
USA.2593248,North Dakota,4.17,1910,3
USA.2593249,Ohio,8.37,1910,3
USA.2593250,Oklahoma,15.24,1910,3
USA.2593251,Oregon,5.78,1910,3
USA.2593252,Pennsylvania,5.94,1910,3
USA.2593253,Rhode Island,4.08,1910,3
USA.2593254,South Carolina,15.14,1910,3
USA.2593255,South Dakota,7.7,1910,3
USA.2593256,Tennessee,13.34,1910,3
USA.2593257,Texas,17.23,1910,3
USA.2593258,Utah,6.42,1910,3
USA.2593259,Vermont,0.86,1910,3
USA.2593260,Virginia,10.87,1910,3
USA.2593261,Washington,5.73,1910,3
USA.2593262,West Virginia,9.09,1910,3
USA.2593263,Wisconsin,4.84,1910,3
USA.2593264,Wyoming,4.59,1910,3
USA,United States of America,8.57,1910,4
USA.2593214,Alabama,16.52,1910,4
USA.2593215,Alaska,-9.76,1910,4
USA.2593216,Arizona,14.51,1910,4
USA.2593217,Arkansas,15.44,1910,4
USA.2593218,California,13.26,1910,4
USA.2593219,Colorado,7.06,1910,4
USA.2593220,Connecticut,9.51,1910,4
USA.2593221,Delaware,13.35,1910,4
USA.2593222,District of Columbia,14.2,1910,4
USA.2593223,Florida,19.87,1910,4
USA.2593224,Georgia,17.25,1910,4
USA.2593225,Hawaii,17.54,1910,4
USA.2593226,Idaho,8.31,1910,4
USA.2593227,Illinois,11.59,1910,4
USA.2593228,Indiana,11.19,1910,4
USA.2593229,Iowa,10.9,1910,4
USA.2593230,Kansas,13.39,1910,4
USA.2593231,Kentucky,13.03,1910,4
USA.2593232,Louisiana,18.64,1910,4
USA.2593233,Maine,6.04,1910,4
USA.2593234,Maryland,13.25,1910,4
USA.2593235,Massachusetts,9.05,1910,4
USA.2593236,Michigan,7.54,1910,4
USA.2593237,Minnesota,8.3,1910,4
USA.2593238,Mississippi,16.91,1910,4
USA.2593239,Missouri,12.57,1910,4
USA.2593240,Montana,9.77,1910,4
USA.2593241,Nebraska,11.02,1910,4
USA.2593242,Nevada,10.25,1910,4
USA.2593243,New Hampshire,7.62,1910,4
USA.2593244,New Jersey,11.56,1910,4
USA.2593245,New Mexico,11.66,1910,4
USA.2593246,New York,8.23,1910,4
USA.2593247,North Carolina,15.05,1910,4
USA.2593248,North Dakota,8.61,1910,4
USA.2593249,Ohio,10.59,1910,4
USA.2593250,Oklahoma,15.72,1910,4
USA.2593251,Oregon,8.42,1910,4
USA.2593252,Pennsylvania,10.15,1910,4
USA.2593253,Rhode Island,9.71,1910,4
USA.2593254,South Carolina,17.18,1910,4
USA.2593255,South Dakota,10.35,1910,4
USA.2593256,Tennessee,13.77,1910,4
USA.2593257,Texas,18.55,1910,4
USA.2593258,Utah,9.22,1910,4
USA.2593259,Vermont,7.66,1910,4
USA.2593260,Virginia,13.26,1910,4
USA.2593261,Washington,8.25,1910,4
USA.2593262,West Virginia,11.12,1910,4
USA.2593263,Wisconsin,8.3,1910,4
USA.2593264,Wyoming,7.64,1910,4
USA,United States of America,12.98,1910,5
USA.2593214,Alabama,20.39,1910,5
USA.2593215,Alaska,1.9,1910,5
USA.2593216,Arizona,19.62,1910,5
USA.2593217,Arkansas,18.91,1910,5
USA.2593218,California,16.98,1910,5
USA.2593219,Colorado,10.34,1910,5
USA.2593220,Connecticut,12.9,1910,5
USA.2593221,Delaware,15.97,1910,5
USA.2593222,District of Columbia,16.3,1910,5
USA.2593223,Florida,23.75,1910,5
USA.2593224,Georgia,21.36,1910,5
USA.2593225,Hawaii,18.09,1910,5
USA.2593226,Idaho,11.05,1910,5
USA.2593227,Illinois,14.25,1910,5
USA.2593228,Indiana,13.74,1910,5
USA.2593229,Iowa,12.77,1910,5
USA.2593230,Kansas,15.13,1910,5
USA.2593231,Kentucky,16.04,1910,5
USA.2593232,Louisiana,22.2,1910,5
USA.2593233,Maine,10.05,1910,5
USA.2593234,Maryland,15.7,1910,5
USA.2593235,Massachusetts,12.25,1910,5
USA.2593236,Michigan,9.61,1910,5
USA.2593237,Minnesota,10.24,1910,5
USA.2593238,Mississippi,20.49,1910,5
USA.2593239,Missouri,15.56,1910,5
USA.2593240,Montana,11.1,1910,5
USA.2593241,Nebraska,12.42,1910,5
USA.2593242,Nevada,14.62,1910,5
USA.2593243,New Hampshire,11.01,1910,5
USA.2593244,New Jersey,15.07,1910,5
USA.2593245,New Mexico,16.16,1910,5
USA.2593246,New York,11.25,1910,5
USA.2593247,North Carolina,18.09,1910,5
USA.2593248,North Dakota,9.68,1910,5
USA.2593249,Ohio,13.25,1910,5
USA.2593250,Oklahoma,18.34,1910,5
USA.2593251,Oregon,11.65,1910,5
USA.2593252,Pennsylvania,12.93,1910,5
USA.2593253,Rhode Island,12.43,1910,5
USA.2593254,South Carolina,20.81,1910,5
USA.2593255,South Dakota,11.26,1910,5
USA.2593256,Tennessee,17.13,1910,5
USA.2593257,Texas,22.07,1910,5
USA.2593258,Utah,13.1,1910,5
USA.2593259,Vermont,10.89,1910,5
USA.2593260,Virginia,15.96,1910,5
USA.2593261,Washington,12.1,1910,5
USA.2593262,West Virginia,13.8,1910,5
USA.2593263,Wisconsin,10.32,1910,5
USA.2593264,Wyoming,9.75,1910,5
USA,United States of America,18.02,1910,6
USA.2593214,Alabama,24.09,1910,6
USA.2593215,Alaska,6.94,1910,6
USA.2593216,Arizona,23.3,1910,6
USA.2593217,Arkansas,23.32,1910,6
USA.2593218,California,18.88,1910,6
USA.2593219,Colorado,16.57,1910,6
USA.2593220,Connecticut,17.25,1910,6
USA.2593221,Delaware,20.12,1910,6
USA.2593222,District of Columbia,20.76,1910,6
USA.2593223,Florida,25.68,1910,6
USA.2593224,Georgia,24.28,1910,6
USA.2593225,Hawaii,18.92,1910,6
USA.2593226,Idaho,14.69,1910,6
USA.2593227,Illinois,21.08,1910,6
USA.2593228,Indiana,20.11,1910,6
USA.2593229,Iowa,20.71,1910,6
USA.2593230,Kansas,22.13,1910,6
USA.2593231,Kentucky,21.07,1910,6
USA.2593232,Louisiana,25.29,1910,6
USA.2593233,Maine,14.71,1910,6
USA.2593234,Maryland,19.98,1910,6
USA.2593235,Massachusetts,16.57,1910,6
USA.2593236,Michigan,17.41,1910,6
USA.2593237,Minnesota,19.35,1910,6
USA.2593238,Mississippi,24.4,1910,6
USA.2593239,Missouri,21.26,1910,6
USA.2593240,Montana,16.55,1910,6
USA.2593241,Nebraska,20.29,1910,6
USA.2593242,Nevada,18.27,1910,6
USA.2593243,New Hampshire,15.23,1910,6
USA.2593244,New Jersey,19.09,1910,6
USA.2593245,New Mexico,21.37,1910,6
USA.2593246,New York,16.04,1910,6
USA.2593247,North Carolina,21.88,1910,6
USA.2593248,North Dakota,18.87,1910,6
USA.2593249,Ohio,18.83,1910,6
USA.2593250,Oklahoma,24.48,1910,6
USA.2593251,Oregon,13.1,1910,6
USA.2593252,Pennsylvania,17.68,1910,6
USA.2593253,Rhode Island,17.15,1910,6
USA.2593254,South Carolina,23.8,1910,6
USA.2593255,South Dakota,19.81,1910,6
USA.2593256,Tennessee,21.61,1910,6
USA.2593257,Texas,26.84,1910,6
USA.2593258,Utah,18.61,1910,6
USA.2593259,Vermont,15.1,1910,6
USA.2593260,Virginia,20.06,1910,6
USA.2593261,Washington,13.19,1910,6
USA.2593262,West Virginia,18.36,1910,6
USA.2593263,Wisconsin,19.14,1910,6
USA.2593264,Wyoming,16.02,1910,6
USA,United States of America,21.13,1910,7
USA.2593214,Alabama,25.89,1910,7
USA.2593215,Alaska,9.68,1910,7
USA.2593216,Arizona,26.36,1910,7
USA.2593217,Arkansas,26.23,1910,7
USA.2593218,California,23.19,1910,7
USA.2593219,Colorado,19.56,1910,7
USA.2593220,Connecticut,21.79,1910,7
USA.2593221,Delaware,24.56,1910,7
USA.2593222,District of Columbia,25.09,1910,7
USA.2593223,Florida,26.47,1910,7
USA.2593224,Georgia,26.24,1910,7
USA.2593225,Hawaii,19.89,1910,7
USA.2593226,Idaho,19.35,1910,7
USA.2593227,Illinois,24.48,1910,7
USA.2593228,Indiana,23.7,1910,7
USA.2593229,Iowa,23.56,1910,7
USA.2593230,Kansas,26.14,1910,7
USA.2593231,Kentucky,24.6,1910,7
USA.2593232,Louisiana,27.12,1910,7
USA.2593233,Maine,19.0,1910,7
USA.2593234,Maryland,24.34,1910,7
USA.2593235,Massachusetts,21.34,1910,7
USA.2593236,Michigan,20.71,1910,7
USA.2593237,Minnesota,20.93,1910,7
USA.2593238,Mississippi,26.38,1910,7
USA.2593239,Missouri,24.95,1910,7
USA.2593240,Montana,20.11,1910,7
USA.2593241,Nebraska,23.56,1910,7
USA.2593242,Nevada,22.68,1910,7
USA.2593243,New Hampshire,19.55,1910,7
USA.2593244,New Jersey,23.63,1910,7
USA.2593245,New Mexico,23.4,1910,7
USA.2593246,New York,20.26,1910,7
USA.2593247,North Carolina,25.12,1910,7
USA.2593248,North Dakota,20.72,1910,7
USA.2593249,Ohio,23.23,1910,7
USA.2593250,Oklahoma,28.0,1910,7
USA.2593251,Oregon,17.87,1910,7
USA.2593252,Pennsylvania,21.9,1910,7
USA.2593253,Rhode Island,22.06,1910,7
USA.2593254,South Carolina,26.2,1910,7
USA.2593255,South Dakota,22.83,1910,7
USA.2593256,Tennessee,24.78,1910,7
USA.2593257,Texas,28.85,1910,7
USA.2593258,Utah,21.6,1910,7
USA.2593259,Vermont,19.24,1910,7
USA.2593260,Virginia,23.89,1910,7
USA.2593261,Washington,17.38,1910,7
USA.2593262,West Virginia,22.39,1910,7
USA.2593263,Wisconsin,21.66,1910,7
USA.2593264,Wyoming,19.42,1910,7
USA,United States of America,19.54,1910,8
USA.2593214,Alabama,26.37,1910,8
USA.2593215,Alaska,8.31,1910,8
USA.2593216,Arizona,25.69,1910,8
USA.2593217,Arkansas,25.98,1910,8
USA.2593218,California,22.17,1910,8
USA.2593219,Colorado,17.82,1910,8
USA.2593220,Connecticut,18.95,1910,8
USA.2593221,Delaware,22.45,1910,8
USA.2593222,District of Columbia,23.22,1910,8
USA.2593223,Florida,26.84,1910,8
USA.2593224,Georgia,26.29,1910,8
USA.2593225,Hawaii,20.54,1910,8
USA.2593226,Idaho,15.85,1910,8
USA.2593227,Illinois,22.75,1910,8
USA.2593228,Indiana,21.92,1910,8
USA.2593229,Iowa,21.89,1910,8
USA.2593230,Kansas,23.9,1910,8
USA.2593231,Kentucky,23.24,1910,8
USA.2593232,Louisiana,27.91,1910,8
USA.2593233,Maine,16.8,1910,8
USA.2593234,Maryland,22.33,1910,8
USA.2593235,Massachusetts,18.35,1910,8
USA.2593236,Michigan,18.63,1910,8
USA.2593237,Minnesota,18.21,1910,8
USA.2593238,Mississippi,27.04,1910,8
USA.2593239,Missouri,23.78,1910,8
USA.2593240,Montana,16.15,1910,8
USA.2593241,Nebraska,20.79,1910,8
USA.2593242,Nevada,20.49,1910,8
USA.2593243,New Hampshire,16.96,1910,8
USA.2593244,New Jersey,21.04,1910,8
USA.2593245,New Mexico,22.18,1910,8
USA.2593246,New York,18.26,1910,8
USA.2593247,North Carolina,24.07,1910,8
USA.2593248,North Dakota,17.17,1910,8
USA.2593249,Ohio,21.73,1910,8
USA.2593250,Oklahoma,26.78,1910,8
USA.2593251,Oregon,15.23,1910,8
USA.2593252,Pennsylvania,19.95,1910,8
USA.2593253,Rhode Island,19.13,1910,8
USA.2593254,South Carolina,25.76,1910,8
USA.2593255,South Dakota,19.48,1910,8
USA.2593256,Tennessee,24.16,1910,8
USA.2593257,Texas,28.92,1910,8
USA.2593258,Utah,20.11,1910,8
USA.2593259,Vermont,16.82,1910,8
USA.2593260,Virginia,22.22,1910,8
USA.2593261,Washington,15.13,1910,8
USA.2593262,West Virginia,20.6,1910,8
USA.2593263,Wisconsin,19.43,1910,8
USA.2593264,Wyoming,16.51,1910,8
USA,United States of America,16.51,1910,9
USA.2593214,Alabama,25.09,1910,9
USA.2593215,Alaska,5.09,1910,9
USA.2593216,Arizona,22.94,1910,9
USA.2593217,Arkansas,24.67,1910,9
USA.2593218,California,19.15,1910,9
USA.2593219,Colorado,14.93,1910,9
USA.2593220,Connecticut,16.37,1910,9
USA.2593221,Delaware,20.84,1910,9
USA.2593222,District of Columbia,21.6,1910,9
USA.2593223,Florida,26.27,1910,9
USA.2593224,Georgia,24.9,1910,9
USA.2593225,Hawaii,20.63,1910,9
USA.2593226,Idaho,12.36,1910,9
USA.2593227,Illinois,19.23,1910,9
USA.2593228,Indiana,19.09,1910,9
USA.2593229,Iowa,17.03,1910,9
USA.2593230,Kansas,20.93,1910,9
USA.2593231,Kentucky,22.01,1910,9
USA.2593232,Louisiana,26.23,1910,9
USA.2593233,Maine,12.28,1910,9
USA.2593234,Maryland,20.77,1910,9
USA.2593235,Massachusetts,15.21,1910,9
USA.2593236,Michigan,14.36,1910,9
USA.2593237,Minnesota,14.02,1910,9
USA.2593238,Mississippi,25.6,1910,9
USA.2593239,Missouri,20.71,1910,9
USA.2593240,Montana,11.63,1910,9
USA.2593241,Nebraska,17.49,1910,9
USA.2593242,Nevada,16.2,1910,9
USA.2593243,New Hampshire,13.35,1910,9
USA.2593244,New Jersey,19.25,1910,9
USA.2593245,New Mexico,19.36,1910,9
USA.2593246,New York,14.74,1910,9
USA.2593247,North Carolina,22.29,1910,9
USA.2593248,North Dakota,12.69,1910,9
USA.2593249,Ohio,19.01,1910,9
USA.2593250,Oklahoma,25.13,1910,9
USA.2593251,Oregon,12.07,1910,9
USA.2593252,Pennsylvania,17.55,1910,9
USA.2593253,Rhode Island,16.2,1910,9
USA.2593254,South Carolina,24.15,1910,9
USA.2593255,South Dakota,15.58,1910,9
USA.2593256,Tennessee,22.95,1910,9
USA.2593257,Texas,26.49,1910,9
USA.2593258,Utah,16.11,1910,9
USA.2593259,Vermont,12.7,1910,9
USA.2593260,Virginia,20.83,1910,9
USA.2593261,Washington,12.65,1910,9
